date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2014-05-09,GB,Lingfield,4:10,Ladbrokes Handicap (Lady Amateur Riders),Flat,Class 5,,0-75,4yo+,,7f,7f,1408,Good,8,3,6,1,5.25,.75,All Or Nothin (IRE),5,G,138,h,1:26.65,86.65,26.00,Miss Michelle Bryant,Paddy Butler,,70,65,Majestic Missile (IRE),Lady Peculiar (CAN),Sunshine Forever,Miss M P Bryant David Eileen Bryant,Chased leaders until weakened inside final furlong(op 20/1)
2014-05-09,GB,Lingfield,4:10,Ladbrokes Handicap (Lady Amateur Riders),Flat,Class 5,,0-75,4yo+,,7f,7f,1408,Good,8,6,7,9,7.5,2.25,Paradise Spectre (GB),7,G,130,p,1:27.10,87.10,15.00,Miss M Bishop-Peck,Zoe Davison,,64,53,Firebreak (GB),Ambers Bluff GB,Mind Games,Sussex Racing,Started slowly - took keen hold in rear - switched wide to far side and headway over 2f out - weakened 1f out(op 8/1 tchd 16/1)
2014-05-09,GB,Lingfield,4:10,Ladbrokes Handicap (Lady Amateur Riders),Flat,Class 5,,0-75,4yo+,,7f,7f,1408,Good,8,7,8,3,23.5,16,Pelmanism (GB),7,G,129,,1:30.30,90.30,15.00,Miss Anne-Sophie Crombez,Gay Kelleway,,63,10,Piccolo (GB),Card Games GB,First Trump,Ontoawinner Gay Kelleway,Started slowly - always in rear - no chance final 3f(op 20/1)
2014-05-09,GB,Lingfield,3:35,Ladbrokes Download The App Handicap,Flat,Class 3,,0-95,4yo+,,5f,5f,1003,Good,7,6,1,5,0,0,Normal Equilibrium (GB),4,G,120,p,0:57.14,57.14,7.00,Robert Tart,Robert Cowell,9703.50,85,96,Elnadim (USA),Acicula (IRE),Night Shift,T W Morley Mrs J Morley,Chased leaders - stayed on to lead well inside final furlong - ridden out(tchd 5/1 and 7/1)
2014-05-09,GB,Lingfield,3:35,Ladbrokes Download The App Handicap,Flat,Class 3,,0-95,4yo+,,5f,5f,1003,Good,7,7,2,4,1.75,1.75,Arctic Lynx (IRE),7,G,120,,0:57.49,57.49,6.00,Frederik Tylicki,Robert Cowell,2887.50,82,87,One Cool Cat (USA),Baldemara (FR),Sanglamore,Heading For The Rocks Partnership,Chased leader - led 2f out - headed and unable to quicken well inside final furlong(op 8/1)
2014-05-09,GB,Lingfield,3:35,Ladbrokes Download The App Handicap,Flat,Class 3,,0-95,4yo+,,5f,5f,1003,Good,7,4,3,6,2.25,.5,Jillnextdoor (IRE),4,F,125,,0:57.59,57.59,11.00,William Twiston-Davies,Mick Channon,1443,90,93,Henrythenavigator (USA),Royal Shyness GB,Royal Academy,Billy Parish,Dwelt - held up in rear - ridden and headway over 1f out - ran on final furlong
2014-05-09,GB,Lingfield,3:35,Ladbrokes Download The App Handicap,Flat,Class 3,,0-95,4yo+,,5f,5f,1003,Good,7,2,4,3,3.25,1,Barnet Fair (GB),6,G,131,,0:57.79,57.79,6.00,Amir Quinn,Lee Carter,721.50,93,92,Iceman (GB),Pavement Gates GB,Bishop Of Cashel,Donald Wheatley,Took keen hold in 5th - headway to chase leaders just inside final furlong - one pace final 100yds
2014-05-09,GB,Lingfield,3:35,Ladbrokes Download The App Handicap,Flat,Class 3,,0-95,4yo+,,5f,5f,1003,Good,7,5,5,2,3.5,0.3,Exceptionelle (GB),4,F,125,,0:57.84,57.84,3.75,Andrea Atzeni,Roger Varian,,87,85,Exceed And Excel (AUS),Turning Leaf (IRE),Last Tycoon,Thurloe Thoroughbreds Xxx,Dwelt - held up in 6th - ridden over 2f out - stayed on same pace - never able to challenge(op 3/1)
2014-05-09,GB,Lingfield,3:35,Ladbrokes Download The App Handicap,Flat,Class 3,,0-95,4yo+,,5f,5f,1003,Good,7,3,6,1,5.25,1.75,Pearl Blue (IRE),6,M,130,,0:58.19,58.19,4.00,George Baker,Chris Wall,,92,84,Exceed And Excel (AUS),Sanfrancullinan (IRE),Bluebird,Archangels 2,Restless in stalls - chased leaders - ridden over 2f out - weakened inside final furlong(op 11/4 tchd 5/2)
2014-05-09,GB,Lingfield,3:35,Ladbrokes Download The App Handicap,Flat,Class 3,,0-95,4yo+,,5f,5f,1003,Good,7,1,7,7,5.5,0.1,Judge n Jury (GB),10,G,133,t,0:58.26,58.26,13.00,Steve Drowne,Ronald Harris,,95,87,Pivotal (GB),Cyclone Connie GB,Dr Devious,Robert Nina Bailey,Led on stands' rail until 2f out - weakened inside final furlong(op 7/1 tchd 16/1)
2014-05-09,GB,Lingfield,2:35,Ladbrokes Bet On Your Mobile Fillies Handicap,Flat,Class 4,,0-80,4yo+,F,7½f,7.5f,1532,Good,6,2,1,2,0,0,Al Manaal (GB),4,F,130,,1:32.54,92.54,15.00,Charles Bishop,Mick Channon,6469,80,87,Echo Of Light (GB),Mall Queen (USA),Sheikh Albadou,M Channon,Chased leaders - ridden to challenge 1f out - led final 75yds - driven out(op 8/1)
2014-05-09,GB,Lingfield,2:35,Ladbrokes Bet On Your Mobile Fillies Handicap,Flat,Class 4,,0-80,4yo+,F,7½f,7.5f,1532,Good,6,1,2,6,0.2,0.2,Saucy Minx (IRE),4,F,133,h,1:32.58,92.58,3.25,Jim Crowley,Amanda Perrett,1925,80,86,Dylan Thomas (IRE),Market Day GB,Tobougg,Mr Mrs F Cotton Mr Mrs P Conway,Took keen hold - chased leader - led 2f out - hard ridden and edged left 1f out - headed final 75yds - ran on(tchd 2/1)
2014-05-09,GB,Lingfield,2:35,Ladbrokes Bet On Your Mobile Fillies Handicap,Flat,Class 4,,0-80,4yo+,F,7½f,7.5f,1532,Good,6,5,3,3,2.25,2,Kosika (USA),4,F,126,,1:32.99,92.99,4.00,Adam Kirby,Mark Johnston,962,73,74,Hard Spun (USA),Song Of Africa (USA),Alzao,Sheikh Hamdan Bin Mohammed Al Maktoum,Led on stands' rail - ridden and headed 2f out - kept on same pace(op 11/4 tchd 9/4)
2014-05-09,GB,Lingfield,2:35,Ladbrokes Bet On Your Mobile Fillies Handicap,Flat,Class 4,,0-80,4yo+,F,7½f,7.5f,1532,Good,6,4,4,1,2.75,.5,Serenity Spa (GB),4,F,126,h,1:33.09,93.09,4.50,Luke Morris,Tony Carroll,481,73,73,Excellent Art (GB),Molly Mello (GER),Big Shuffle,Seasons Holidays,Held up in 5th - ridden to chase leaders 2f out - one pace(op 11/4)
2014-05-09,GB,Lingfield,2:35,Ladbrokes Bet On Your Mobile Fillies Handicap,Flat,Class 4,,0-80,4yo+,F,7½f,7.5f,1532,Good,6,6,5,5,4.25,1.5,Bold Ring (GB),8,M,119,,1:33.39,93.39,34.00,Jimmy Quinn,Edward Creighton,,66,62,Bold Edge (GB),Floppie Disk GB,Magic Ring,Miss Charlotte Harper,Chased leaders - ridden and outpaced final 2f
2014-05-09,GB,Lingfield,2:35,Ladbrokes Bet On Your Mobile Fillies Handicap,Flat,Class 4,,0-80,4yo+,F,7½f,7.5f,1532,Good,6,3,6,4,5,.75,Anya (GB),5,M,130,,1:33.54,93.54,4.50,Fergus Sweeney,Henry Candy,,77,71,Monsieur Bond (IRE),Dyanita GB,Singspiel,Mrs L Alexander,Held up in rear - ridden over 2f out - beaten well over 1f out(op 7/1 tchd 3/1)
2014-05-09,GB,Lingfield,3:05,Ladbrokes Mobile Handicap (Bobis Race),Flat,Class 4,,0-80,3yo,,6f,6f,1207,Good,9,3,1,8,0,0,Flying Tourbillon (GB),3,G,132,,1:11.52,71.52,3.50,George Baker,Roger Charlton,6469,79,90,Nayef (USA),Strut GB,Danehill Dancer,Lady Rothschild,Held up towards rear - good headway over 1f out - led inside final furlong - pushed out - readily(op 2/1)
2014-05-09,GB,Lingfield,3:05,Ladbrokes Mobile Handicap (Bobis Race),Flat,Class 4,,0-80,3yo,,6f,6f,1207,Good,9,8,2,11,1.5,1.5,Double Up (GB),3,C,125,,1:11.82,71.82,2.75,Andrea Atzeni,Roger Varian,1925,72,78,Exceed And Excel (AUS),My Love Thomas (IRE),Cadeaux Genereux,A D Spence M B Spence,Chased leaders - led over 1f out - hard ridden and headed inside final furlong - unable to quicken(tchd 6/4)
2014-05-09,GB,Lingfield,3:05,Ladbrokes Mobile Handicap (Bobis Race),Flat,Class 4,,0-80,3yo,,6f,6f,1207,Good,9,7,3,1,3.5,2,Costa Filey (GB),3,G,127,h,1:12.22,72.22,67.00,Jimmy Quinn,Ed Vaughan,962,74,74,Pastoral Pursuits (GB),Cosmic Destiny (IRE),Soviet Star,A M Pickering,Held up in rear - ridden and headway over 1f out - ran on final furlong
2014-05-09,GB,Lingfield,3:05,Ladbrokes Mobile Handicap (Bobis Race),Flat,Class 4,,0-80,3yo,,6f,6f,1207,Good,9,5,4,2,5,1.5,Lady Lydia (IRE),3,F,130,h,1:12.52,72.52,26.00,Silvestre De Sousa,Conrad Allen,481,77,72,Kheleyf (USA),Piece Unique GB,Barathea,V Smith,Held up towards rear - headway on far side 2f out - no extra final furlong(op 33/1 tchd 20/1)
2014-05-09,GB,Lingfield,3:05,Ladbrokes Mobile Handicap (Bobis Race),Flat,Class 4,,0-80,3yo,,6f,6f,1207,Good,9,10,5,9,6.75,1.75,Knockroon (GB),3,C,123,,1:12.87,72.87,11.00,David Probert,Andrew Balding,,70,60,Royal Applause (GB),Spring Touch (USA),Elusive Quality,David Brownlow,Disputed lead at good pace until over 1f out - soon outpaced(op 12/1 tchd 8/1)
2014-05-09,GB,Lingfield,3:05,Ladbrokes Mobile Handicap (Bobis Race),Flat,Class 4,,0-80,3yo,,6f,6f,1207,Good,9,4,6,10,8.75,2,Djinni (IRE),3,F,130,,1:13.27,73.27,11.00,Mickael Barzalona,Richard Hannon,,77,60,Invincible Spirit (IRE),La Persiana GB,Daylami,Gillian Lady Howard De Walden,Mid-division - ridden to chase leaders 2f out - weakened final furlong(op 8/1)
2014-05-09,GB,Lingfield,3:05,Ladbrokes Mobile Handicap (Bobis Race),Flat,Class 4,,0-80,3yo,,6f,6f,1207,Good,9,1,7,7,11,2.25,Amahoro (GB),3,F,130,,1:13.72,73.72,17.00,William Twiston-Davies,Mick Channon,,80,56,Sixties Icon (GB),Evanesce GB,Lujain,Dave And Gill Hedley,In touch - ridden to chase leaders 2f out - weakened 1f out(tchd 20/1)
2014-05-09,GB,Lingfield,3:05,Ladbrokes Mobile Handicap (Bobis Race),Flat,Class 4,,0-80,3yo,,6f,6f,1207,Good,9,2,8,5,11.5,.5,Ashkari (IRE),3,C,133,,1:13.82,73.82,5.50,Adam Kirby,Clive Cox,,80,54,Dutch Art (GB),Frivolity GB,Pivotal,Al Asayl Bloodstock Ltd,Prominent - ridden over 2f out - weakened over 1f out(op 6/1)
2014-05-09,GB,Lingfield,3:05,Ladbrokes Mobile Handicap (Bobis Race),Flat,Class 4,,0-80,3yo,,6f,6f,1207,Good,9,6,9,6,17.5,6,Pensax Lad (IRE),3,G,128,,1:15.02,75.02,51.00,Steve Drowne,Ronald Harris,,75,30,Verglas (IRE),Betelgeuse GB,Kalaglow,S A Mares,Disputed lead at good pace until weakened over 1f out
2014-05-10,GB,Lingfield,1:45,Betfred Monumental Scoop6/British Stallion Studs EBF Maiden Stakes (Bobis Race),Flat,Class 4,,,2yo,,5f,5f,1003,Good,7,5,1,7,0,0,Wild Tobacco (GB),2,C,131,,0:59.30,59.30,4.00,Sean Levey,Richard Hannon,4457.13,–,78,More Than Ready (USA),Princess Janie (USA),Elusive Quality,Rockcliffe Stud,Ran green - raced keenly - made all - drew clear with runner-up 2f out - ridden over 1f out - asserted inside final furlong - ran on well
2014-05-10,GB,Lingfield,1:45,Betfred Monumental Scoop6/British Stallion Studs EBF Maiden Stakes (Bobis Race),Flat,Class 4,,,2yo,,5f,5f,1003,Good,7,3,2,3,1.5,1.5,King Crimson (GB),2,C,131,,0:59.60,59.60,6.00,Andrea Atzeni,Mick Channon,1326.33,–,73,Captain Gerrard (IRE),Elegant Lady GB,Selkirk,Wilde Webster,Pulled hard - chased leaders - chased winner after 2f - upsides and drew clear with winner 2f out - driven just over 1f out - no extra and beaten final 100yds (jockey said that the colt ran too free)(op 4/1 tchd 7/2)
2014-05-10,GB,Lingfield,1:45,Betfred Monumental Scoop6/British Stallion Studs EBF Maiden Stakes (Bobis Race),Flat,Class 4,,,2yo,,5f,5f,1003,Good,7,7,3,1,3.25,1.75,Primrose Valley (GB),2,F,126,,0:59.95,59.95,34.00,Ted Durcan,Ed Vaughan,662.82,–,62,Pastoral Pursuits (GB),Cosmic Destiny (IRE),Soviet Star,A M Pickering,Steadied and dropped in behind after start - held up in rear - pushed along and headway when not clear run and switched sharply left 1f out - chased clear leading pair inside final furlong - stayed on
2014-05-10,GB,Lingfield,1:45,Betfred Monumental Scoop6/British Stallion Studs EBF Maiden Stakes (Bobis Race),Flat,Class 4,,,2yo,,5f,5f,1003,Good,7,1,4,5,4,.75,British Embassy (IRE),2,C,131,,1:0.10,60.10,9.00,Jim Crowley,Eve Johnson Houghton,331.41,–,64,Clodovil (IRE),Embassy Belle (IRE),Marju,Eden Racing Iv,Dwelt - bustled along and early and soon in touch in midfield - outpaced by leading pair and ridden 2f out - stayed on same pace after(op 7/1)
2014-05-10,GB,Lingfield,1:45,Betfred Monumental Scoop6/British Stallion Studs EBF Maiden Stakes (Bobis Race),Flat,Class 4,,,2yo,,5f,5f,1003,Good,7,4,5,6,5.5,1.5,Town Crier (IRE),2,C,131,,1:0.40,60.40,2.10,Ryan Moore,William Haggas,,–,62,Acclamation (GB),Miss Dela (IRE),Kings Best,Cheveley Park Stud,Ran green - dwelt - in touch towards rear - ridden and outpaced entering final 2f - well held and keeping on same pace when hampered and stumbled 1f out - plugged on(op 6/4)
2014-05-10,GB,Lingfield,1:45,Betfred Monumental Scoop6/British Stallion Studs EBF Maiden Stakes (Bobis Race),Flat,Class 4,,,2yo,,5f,5f,1003,Good,7,2,6,4,10.5,5,Go Gently (IRE),2,C,131,,1:1.40,61.40,26.00,Pat Cosgrave,George Baker,,–,41,Zebedee (GB),Playful GB,Piccolo,Pjl Racing 1,Chased leader for 2f - lost place under pressure halfway - behind final furlong(op 20/1)
2014-05-10,GB,Lingfield,1:45,Betfred Monumental Scoop6/British Stallion Studs EBF Maiden Stakes (Bobis Race),Flat,Class 4,,,2yo,,5f,5f,1003,Good,7,6,7,2,10.5,0.05,Next Generation (IRE),2,F,126,,1:1.41,61.41,17.00,Harry Bentley,Olly Stevens,,–,35,Royal Applause (GB),Gazebo GB,Cadeaux Genereux,Qrlsheikh Suhaim Al Thanim Al Kubaisi,Ran green - dwelt - in touch towards rear - ridden halfway - no headway - behind final furlong
2014-05-10,GB,Lingfield,2:20,Betfred £7.5 Million Scoop6 Today Oaks Trial Stakes () (Fillies),Flat,Class 1,Listed,,3yo,F,1m3½f,11.5f,2334,Good,10,3,1,2,0,0,Honor Bound (GB),3,F,126,,2:32.42,152.42,13.00,Joe Fanning,Ralph Beckett,22684,79,91,Authorized (IRE),Honorine (IRE),Mark Of Esteem,Ashley House Stud,Took keen hold - held up in touch in midfield - effort towards inner entering final 2f - ridden to challenge 1f out - led inside final furlong - held on close home(op 10/1 tchd 8/1)
2014-05-10,GB,Lingfield,2:20,Betfred £7.5 Million Scoop6 Today Oaks Trial Stakes () (Fillies),Flat,Class 1,Listed,,3yo,F,1m3½f,11.5f,2334,Good,10,2,2,5,0.05,0.05,Criteria (IRE),3,F,126,,2:32.43,152.43,9.00,William Buick,John Gosden,8600,78,90,Galileo (IRE),Aleagueoftheirown (IRE),Danehill Dancer,Cheveley Park Stud,Led for 2f - chased leader until 8f out - stayed handy - ridden to challenge 2f out - driven to lead inside final furlong - soon headed but still every chance - rallied gamely towards finish - just held
2014-05-10,GB,Lingfield,2:20,Betfred £7.5 Million Scoop6 Today Oaks Trial Stakes () (Fillies),Flat,Class 1,Listed,,3yo,F,1m3½f,11.5f,2334,Good,10,7,3,4,1.25,1.25,Momentus (IRE),3,F,126,,2:32.67,152.67,15.00,Harry Bentley,David Simcock,4304,–,88,Montjeu (IRE),Race For The Stars (USA),Fusaichi Pegasus,Andrew Whitlock,Steadied start - took keen hold - held up in touch in last trio - headway towards inner and edged left over 1f out - chased leaders inside final furlong - no impression final 75yds(tchd 16/1)
2014-05-10,GB,Lingfield,2:20,Betfred £7.5 Million Scoop6 Today Oaks Trial Stakes () (Fillies),Flat,Class 1,Listed,,3yo,F,1m3½f,11.5f,2334,Good,10,6,4,8,2,.75,Kallisha (GB),3,F,126,,2:32.82,152.82,9.00,Richard Kingscote,Ralph Beckett,2144,–,87,Whipper (USA),Shallika (IRE),Alhaarth,D J Newell,In touch in midfield - closed and not clear run 2f out until switched left and clear run 1f out - stayed on same pace under pressure final 100yds(op 7/1)
2014-05-10,GB,Lingfield,2:20,Betfred £7.5 Million Scoop6 Today Oaks Trial Stakes () (Fillies),Flat,Class 1,Listed,,3yo,F,1m3½f,11.5f,2334,Good,10,5,5,11,2.75,.75,Island Remede (GB),3,F,126,,2:32.97,152.97,7.00,Paul Hanagan,Ed Dunlop,1076,87,86,Medicean (GB),Island Odyssey GB,Dansili,Mrs Janice Quy,Held up in touch in last trio - ridden and effort entering final 2f - no impression until stayed on under pressure inside final furlong - never going pace to threaten leaders(op 8/1)
2014-05-10,GB,Lingfield,2:20,Betfred £7.5 Million Scoop6 Today Oaks Trial Stakes () (Fillies),Flat,Class 1,Listed,,3yo,F,1m3½f,11.5f,2334,Good,10,9,6,7,3.25,.5,Mutatis Mutandis (IRE),3,F,126,,2:33.07,153.07,15.00,Andrea Atzeni,Ed Walker,540,79,85,Mastercraftsman (IRE),Amathia (IRE),Darshaan,Chasemore Farm,Took keen hold - chased leaders - went 2nd 7f out until ridden to lead 2f out - driven and headed inside final furlong - no extra and weakened final 75yds(op 20/1 tchd 25/1)
2014-05-10,GB,Lingfield,2:20,Betfred £7.5 Million Scoop6 Today Oaks Trial Stakes () (Fillies),Flat,Class 1,Listed,,3yo,F,1m3½f,11.5f,2334,Good,10,1,7,1,4.5,1.25,Casual Smile (GB),3,F,126,,2:33.32,153.32,3.75,David Probert,Andrew Balding,,89,83,Sea The Stars (IRE),Casual Look (USA),Red Ransom,W S Farish,Took keen hold - held up well in touch in midfield - ridden and challenging 2f out - no extra under pressure and beaten 1f out - weakened inside final furlong(op 5/2)
2014-05-10,GB,Lingfield,2:20,Betfred £7.5 Million Scoop6 Today Oaks Trial Stakes () (Fillies),Flat,Class 1,Listed,,3yo,F,1m3½f,11.5f,2334,Good,10,8,8,6,5.75,1.25,Moonrise Landing (IRE),3,F,126,,2:33.57,153.57,7.00,Jim Crowley,Ralph Beckett,,77,81,Dalakhani (IRE),Celtic Slipper (IRE),Anabaa,P D Savill,Well in touch in midfield - ridden and unable to quicken entering final 2f - outpaced and lost place well over 1f out - pushed along and no danger from over 1f out(op 7/1)
2014-05-10,GB,Lingfield,2:20,Betfred £7.5 Million Scoop6 Today Oaks Trial Stakes () (Fillies),Flat,Class 1,Listed,,3yo,F,1m3½f,11.5f,2334,Good,10,4,9,3,10.75,5,Isabella Beeton (GB),3,F,126,,2:34.57,154.57,101.00,Ted Durcan,Pat Phelan,,68,73,Archipenko (USA),Famcred GB,Inchinor,Tony Smith,Steadied start - held up in rear - ridden and effort entering final 2f - no headway and beaten over 1f out - weakened 1f out
2014-05-10,GB,Lingfield,2:20,Betfred £7.5 Million Scoop6 Today Oaks Trial Stakes () (Fillies),Flat,Class 1,Listed,,3yo,F,1m3½f,11.5f,2334,Good,10,10,10,10,19.75,9,Queens Prize (GB),3,F,126,,2:36.37,156.37,5.00,Ryan Moore,Sir Michael Stoute,,80,59,Dansili (GB),Daring Aim GB,Daylami,The Queen,Took keen hold - pressed leader until led 8f out - ridden and headed 2f out - soon beaten and dropped out - behind final furlong(op 9/2)
2014-05-10,GB,Lingfield,2:55,betfred.com Derby Trial Stakes () (Colts & Geldings),Flat,Class 1,Listed,,3yo,C & G,1m3½f,11.5f,2334,Good,9,8,1,7,0,0,Snow Sky (GB),3,C,126,,2:30.68,150.68,6.00,Jim Crowley,Sir Michael Stoute,56710,97,109,Nayef (USA),Winter Silence GB,Dansili,K Abdullah,Chased leading trio - headway to join leaders and going well over 2f out - led 2f out - soon ridden to readily assert and edged left - clear and in command 1f out - ran on well - comfortably
2014-05-10,GB,Lingfield,2:55,betfred.com Derby Trial Stakes () (Colts & Geldings),Flat,Class 1,Listed,,3yo,C & G,1m3½f,11.5f,2334,Good,9,4,2,4,2,2,Hartnell (GB),3,C,126,,2:31.08,151.08,13.00,William Buick,Mark Johnston,21500,99,105,Authorized (IRE),Debonnaire GB,Anabaa,Sheikh Hamdan Bin Mohammed Al Maktoum,Took keen hold - chased leaders - effort on inner to chase leader when switched right well over 1f out - hung right under pressure and no impression entering final furlong - stayed on same pace after(op 8/1)
2014-05-10,GB,Lingfield,2:55,betfred.com Derby Trial Stakes () (Colts & Geldings),Flat,Class 1,Listed,,3yo,C & G,1m3½f,11.5f,2334,Good,9,9,3,6,2.5,.5,Sudden Wonder (IRE),3,C,126,,2:31.18,151.18,7.00,Mickael Barzalona,Charlie Appleby,10760,105,104,New Approach (IRE),Dubai Surprise (IRE),Kings Best,Godolphin,Midfield early - gradually steadied back and held up in last trio after 2f - effort under pressure entering final 2f - went 3rd 1f out - kept on under pressure - no threat to winner(op 5/1)
2014-05-10,GB,Lingfield,2:55,betfred.com Derby Trial Stakes () (Colts & Geldings),Flat,Class 1,Listed,,3yo,C & G,1m3½f,11.5f,2334,Good,9,2,4,3,4.5,2,Blue Hussar (IRE),3,C,126,,2:31.58,151.58,4.50,Ryan Moore,A P OBrien,5360,–,101,Montjeu (IRE),Metaphor (USA),Woodman,Mrs John Magnier Michael Tabor Derrick Smith,Slowly into stride - niggled along and detached in last - struggling to handle downhill run 4f out - switched right and some headway 2f out - switched left and kept on inside final furlong - never troubled leaders(op 5/1)
2014-05-10,GB,Lingfield,2:55,betfred.com Derby Trial Stakes () (Colts & Geldings),Flat,Class 1,Listed,,3yo,C & G,1m3½f,11.5f,2334,Good,9,7,5,5,5.75,1.25,Signposted (IRE),3,G,126,,2:31.83,151.83,17.00,David Probert,Andrew Balding,2690,99,99,Rock Of Gibraltar (IRE),Portentous GB,Selkirk,N Botica Rex Mrs Wendy Gorell,In touch in midfield - effort under pressure over 2f out - no impression - kept on same pace from over 1f out(tchd 14/1)
2014-05-10,GB,Lingfield,2:55,betfred.com Derby Trial Stakes () (Colts & Geldings),Flat,Class 1,Listed,,3yo,C & G,1m3½f,11.5f,2334,Good,9,6,6,2,7.25,1.5,Red Galileo (GB),3,C,126,,2:32.13,152.13,21.00,Andrea Atzeni,Ed Dunlop,1350,92,97,Dubawi (IRE),Ivory Gala (FR),Galileo,The Hon R J Arculli,Took keen hold - held up in touch in last trio - ridden and effort on inner entering final 2f - driven and no headway over 1f out - never troubled leaders(op 16/1)
